order_id,order_date,year,month,region,state,customer_id,customer_age,customer_income,customer_segment,product_category,sales_channel,payment_method,unit_price,quantity,discount_rate,shipping_cost,sales_amount,profit,profit_margin,customer_rating,return_flag,delivery_days,marketing_spend,ad_clicks,website_visits,employee_id
19680,2021-02-05,2021,2,West,WA,113906,59,37895.58,Family,Books,In Store,Debit Card,31.26,4,0.006,0.0,124.29,46.43,0.374,4.0,0,0,94.64,17,38,1007
19681,2024-10-25,2024,10,West,OR,122340,35,39902.66,Student,Groceries,In Store,Gift Card,29.76,2,0.08,0.65,55.41,14.47,0.261,5.0,1,0,14.29,0,14,1035
19682,2024-09-03,2024,9,Midwest,OH,106204,49,41289.82,Retiree,Electronics,Mobile App,Credit Card,472.71,2,0.214,13.34,756.44,146.93,0.194,4.0,0,7,42.63,5,18,1005
19683,2024-03-18,2024,3,South,GA,100003,28,37201.01,Young Professional,Electronics,In Store,Debit Card,82.92,3,0.192,0.67,201.67,89.26,0.443,4.5,0,0,6.85,0,21,1104
19684,2023-01-08,2023,1,West,AZ,113762,77,58517.79,Family,Clothing,In Store,Debit Card,86.57,6,0.189,2.63,423.88,102.38,0.242,4.4,0,0,43.69,2,11,1115
19685,2023-09-26,2023,9,Northeast,PA,117018,47,59450.56,Student,Beauty,Online,Debit Card,10.66,3,0.083,14.07,43.4,17.59,0.405,3.3,0,5,6.91,1,17,1063
19686,2022-12-28,2022,12,South,VA,110636,60,54350.13,Family,Furniture, Online ,Cash,1437.73,4,0.069,9.41,5363.52,930.39,0.173,4.0,0,2,34.25,3,18,1120
19687,2025-05-12,2025,5,Midwest,OH,105674,31,44603.16,Family,Electronics,Third Party,Credit Card,269.89,3,0.084,1.01,742.67,155.34,0.209,4.0,0,13,112.9,16,34,1052
19688,2023-02-07,2023,2,Midwest,IL,100591,46,78538.21,Student,Groceries,Mobile App,Credit Card,42.83,3,,9.72,103.39,44.38,0.429,4.3,0,2,19.96,3,16,1027
19689,2022-11-05,2022,11,West,OR,123145,28,115302.49,Young Professional,Clothing,Mobile App,Credit Card,153.27,2,0.045,11.91,304.66,87.56,0.287,5.0,1,4,112.16,19,29,1133
19690,2023-08-08,2023,8,Midwest,MI,121048,32,59748.71,Student,Furniture,In Store,,209.63,5,0.148,3.65,896.67,81.99,0.091,3.8,0,0,52.36,4,19,1104
19691,2021-01-18,2021,1,Northeast,NY,109789,39,64709.46,Young Professional,Furniture,Mobile App,Credit Card,435.1,3,0.032,9.67,1273.2,397.82,0.312,4.2,0,7,29.4,5,19,1001
19692,2023-10-03,2023,10,Northeast,CT,128496,33,71641.49,Business,BOOKS,Third Party,Gift Card,18.09,4,0.051,2.86,71.53,9.69,0.135,4.0,0,1,33.65,3,13,1076
19693,2024-12-10,2024,12,Northeast,NJ,113953,40,38207.35,Retiree,Groceries,Mobile App,Credit Card,18.89,4,0.1,9.3,77.3,16.68,0.216,4.1,0,4,41.27,6,31,1040
19694,2022-04-10,2022,4,Midwest,WI,122163,62,55694.47,Family,Books,Mobile App,Credit Card,28.27,2,0.134,7.55,56.51,18.3,0.324,3.5,0,9,22.95,1,14,1128
19695,2025-09-25,2025,9,South,VA,129296,41,35904.82,Family,Electronics,Mobile App,Credit Card,101.83,3,0.011,6.08,308.21,42.06,0.136,2.9,0,3,79.18,8,18,1102
19696,2021-11-15,2021,11,Northeast,MA,125952,52,65261.78,Family,Clothing,In Store,Debit Card,78.6,3,0.036,5.33,232.64,32.0,0.138,2.9,0,0,41.9,4,16,1033
19697,2021-08-22,2021,8,South,NC,127946,45,126184.47,Family,Groceries,Mobile App,PayPal,23.06,3,0.063,13.33,78.15,9.17,0.117,4.0,0,6,97.43,12,22,1068
19698,2022-01-17,2022,1,South,VA,126610,46,37964.28,Family,Groceries,In Store,Cash,34.74,5,0.015,2.71,173.8,60.54,0.348,4.4,0,0,18.25,5,19,1124
19699,2022-09-10,2022,9,Midwest,MI,129933,53,101805.68,Family,Clothing,Mobile App,Debit Card,90.22,1,0.092,1.29,83.21,38.24,0.46,5.0,0,8,59.65,9,25,1083
19700,2022-07-09,2022,7,South,TX,108580,41,25360.71,Family,Electronics,In Store,Debit Card,147.03,5,0.238,4.38,564.56,103.89,0.184,5.0,0,0,35.0,2,19,1073
19701,2023-07-21,2023,7,South,FL,110259,23,47474.2,Family,Groceries,In Store,PayPal,19.57,1,,,21.48,5.52,0.257,3.5,0,0,4.99,0,12,1043
19702,2024-12-01,2024,12,Midwest,OH,110163,18,59269.78,Business,Books,Mobile App,PayPal,57.05,2,,7.76,119.12,47.09,0.395,3.0,0,6,31.39,5,24,1015
19703,2025-02-27,2025,2,Midwest,MI,128107,40,32704.89,Young Professional,Books,Mobile App,PayPal,49.64,1,0.032,9.52,57.57,15.88,0.276,3.4,0,4,60.06,6,14,1099
19704,2025-09-16,2025,9,South,NC,127568,42,80462.63,Student,Furniture,In Store,Cash,1276.05,7,0.112,3.54,7935.47,2436.25,0.307,4.0,0,0,108.68,15,25,1042
19705,2022-02-26,2022,2,West,WA,107264,47,53901.92,Business,Sports,Third Party,Credit Card,239.03,2,0.052,3.29,456.49,208.99,0.458,3.1,0,1,24.85,4,23,1042
19706,2025-09-15,2025,9,Midwest,IL,109580,27,51318.54,Business,Beauty,Mobile App,PayPal,105.16,4,0.252,8.69,323.33,83.45,0.258,4.6,0,4,38.4,2,13,1039
19707,2023-09-02,2023,9,Midwest,MI,120763,47,61356.02,Business,Groceries,Mobile App,Debit Card,30.39,7,0.164,8.7,186.54,85.09,0.456,5.0,0,4,49.48,8,20,1034
19708,2023-02-17,2023,2,Midwest,OH,105124,32,61076.35,Young Professional,Books,In Store,Credit Card,45.78,2,0.127,0.0,79.93,19.42,0.243,3.5,0,0,41.2,4,22,1072
19709,2021-03-11,2021,3,Northeast,PA,128420,25,60088.18,Business,Electronics,Online,Cash,447.51,2,0.046,6.02,859.87,101.29,0.118,4.5,0,6,67.77,6,30,1081
19710,2022-12-23,2022,12,South,NC,122702,22,45628.44,Retiree,Books,Online,Credit Card,51.25,1,0.015,13.68,64.16,18.73,0.292,3.0,0,5,20.64,4,18,1086
19711,2023-02-26,2023,2,Midwest,MN,108179,60,54858.8,Business,Books,In Store,Credit Card,48.02,5,0.186,0.96,196.4,68.62,0.349,4.3,0,0,113.03,14,28,1096
19712,2024-11-05,2024,11,Northeast,PA,100114,23,30992.13,Business,Books,Mobile App,Gift Card,71.19,3,0.069,11.34,210.17,62.35,0.297,4.0,0,6,53.15,8,20,1121
19713,2023-11-17,2023,11,Midwest,WI,105747,28,54160.76,Family,Groceries,Mobile App,Gift Card,52.21,3,0.094,10.03,151.94,45.0,0.296,5.0,0,2,18.81,5,17,1005
19714,2022-07-09,2022,7,Northeast,MA,110502,31,54774.72,Family,Electronics,Online,Cash,308.92,3,0.095,20.36,859.08,342.34,0.398,4.2,0,4,36.13,7,24,1123
19715,2024-03-26,2024,3,Midwest,OH,103439,42,30015.4,Business,Groceries,In Store,Credit Card,49.41,3,0.269,0.0,108.36,26.22,0.242,4.7,1,0,174.23,13,30,1028
19716,2021-05-16,2021,5,Northeast,NJ,105353,36,69384.36,Family,Sports,Mobile App,Gift Card,143.37,2,0.018,15.31,296.89,129.29,0.435,4.3,1,4,38.02,6,23,1112
19717,2023-03-05,2023,3,Northeast,MA,119171,18,19609.1,Business,Clothing,Online,Debit Card,132.25,5,0.139,2.67,572.01,133.04,0.233,3.7,0,4,19.69,3,17,1067
19718,2021-04-05,2021,4,West,WA,106367,42,74846.38,Young Professional,Furniture,Mobile App,Credit Card,512.95,4,0.108,10.07,1840.28,407.63,0.222,3.4,0,5,19.51,3,19,1030
19719,2021-09-15,2021,9,West,WA,111764,25,26394.03,Student,Sports,Online,,183.3,5,0.182,12.16,761.86,68.59,0.09,2.2,0,5,92.88,6,21,1016
19720,2025-07-28,2025,7,Northeast,NJ,110352,38,111858.3,Young Professional,Furniture,Third Party,PayPal,280.02,4,0.066,2.37,1048.52,479.13,0.457,3.9,0,7,49.7,8,24,1108
19721,2024-04-20,2024,4,South,NC,124546,18,28807.74,Student,Books,Online,Debit Card,17.19,2,0.234,4.79,31.13,10.83,0.348,3.5,0,4,21.77,0,16,1102
19722,2023-02-20,2023,2,Midwest,MI,118044,40,34533.07,Young Professional,Furniture,In Store,Credit Card,286.92,3,0.185,0.0,701.52,82.83,0.118,3.9,0,0,22.58,1,8,1068
19723,2022-05-11,2022,5,South,TX,129617,45,49336.82,Retiree,Furniture,Online,,64.63,2,0.028,15.45,141.09,27.87,0.198,3.3,0,2,54.44,6,23,1136
19724,2023-10-30,2023,10,Midwest,MN,107099,37,65927.39,Retiree,Sports,Online,Credit Card,197.75,2,0.482,17.63,222.5,50.6,0.227,3.9,0,4,126.29,11,16,1007
19725,2024-12-11,2024,12,Midwest,OH,100467,18,38727.36,Family,Furniture,Third Party,PayPal,309.65,3,0.073,0.0,861.14,155.9,0.181,4.3,0,3,15.17,4,25,1020
19726,2023-09-24,2023,9,South,TX,105239,30,89352.9,Retiree,Clothing,Mobile App,Debit Card,56.45,6,0.393,5.17,210.76,92.37,0.438,3.7,0,7,93.1,10,26,1123
19727,2021-04-12,2021,4,Northeast,NY,118763,53,55965.55,Business,Groceries,Online,Debit Card,54.54,1,,13.17,62.8,17.62,0.281,4.2,0,4,64.03,11,27,1127
19728,2022-01-23,2022,1,Northeast,NJ,106269,48,42178.42,Student,Beauty,Online,Credit Card,68.36,5,0.232,5.45,267.95,8.99,0.034,2.8,1,6,48.49,8,24,1039
19729,2021-05-23,2021,5,South,NC,122355,43,33409.96,Family,Electronics,In Store,Credit Card,223.9,1,0.305,1.52,157.13,44.68,0.284,4.2,0,0,38.41,4,21,1069
19730,2024-08-03,2024,8,South,TX,121721,43,,Family,Beauty,In Store,Credit Card,110.37,3,0.112,2.27,296.3,131.37,0.443,4.0,1,0,36.98,4,17,1059
19731,2021-12-23,2021,12,South,NC,121315,27,30818.99,Business,Clothing,In Store,Cash,190.56,4,0.371,0.0,479.45,128.29,0.268,5.0,0,0,102.88,12,26,1050
19732,2024-02-23,2024,2,Midwest,MI,117314,43,66629.76,Student,Sports,In Store,PayPal,183.58,4,0.042,5.63,709.11,225.58,0.318,4.6,0,0,47.1,6,23,1146
19733,2025-01-05,2025,1,South,GA,128799,43,54821.84,Family,Groceries,In Store,PayPal,48.27,4,0.071,3.11,182.48,44.8,0.245,,0,0,56.12,9,26,1144
19734,2024-02-01,2024,2,Midwest,MN,108627,36,105358.51,Student,Furniture,Third Party,Debit Card,307.1,6,0.083,2.18,1691.84,691.83,0.409,4.5,0,3,28.62,3,23,1146
19735,2022-10-08,2022,10,Midwest,MN,101835,41,55725.86,Young Professional,Clothing,In Store,Debit Card,90.33,4,0.25,3.02,274.01,91.79,0.335,4.5,0,0,54.84,8,25,1061
19736,2024-10-28,2024,10,South,VA,129128,49,67238.19,Retiree,Sports,In Store,Debit Card,5.0,1,0.048,0.27,5.03,1.19,0.236,5.0,0,0,37.2,4,17,1067
19737,2021-07-12,2021,7,South,FL,116541,51,54759.38,Retiree,Clothing,Online,Debit Card,105.53,2,,9.37,199.75,61.83,0.31,4.7,0,3,62.9,9,30,1046
19738,2023-10-05,2023,10,South,GA,108893,46,,Retiree,Electronics,Mobile App,PayPal,74.5,4,0.141,7.53,263.51,107.19,0.407,4.2,0,4,27.41,6,19,1144
19739,2021-10-02,2021,10,South,FL,120888,43,177389.95,Young Professional,Books,Mobile App,PayPal,5.83,4,0.125,13.33,33.74,9.33,0.276,3.0,0,11,20.76,5,16,1044
19740,2023-10-25,2023,10,Midwest,MI,109749,19,77772.16,Family,Books,Online,Credit Card,40.4,2,0.104,11.43,83.83,35.97,0.429,4.1,0,2,123.72,17,34,1094
19741,2024-08-02,2024,8,Midwest,IL,126501,18,39463.85,Student,Furniture,Online,Credit Card,440.46,4,0.048,13.15,1690.42,465.81,0.276,,0,7,29.22,2,18,1003
19742,2021-10-12,2021,10,Midwest,OH,121830,50,42312.09,Student,Clothing,Online,Credit Card,30.16,3,0.087,12.49,95.1,30.82,0.324,3.7,0,2,40.6,6,19,1026
19743,2021-06-04,2021,6,South,VA,127765,51,47124.25,Family,Sports,Third Party,Credit Card,157.56,3,0.097,0.0,426.83,151.56,0.355,4.2,0,4,29.94,3,25,1075
19744,2025-07-08,2025,7,Midwest,MI,100656,28,48177.91,Family,Electronics,Online,Debit Card,144.97,2,0.112,10.0,267.47,88.82,0.332,3.1,0,5,49.86,6,20,1037
19745,2022-03-18,2022,3,West,CO,122526,22,21623.81,Young Professional,Clothing,Third Party,Credit Card,74.61,6,0.256,0.0,333.06,73.05,0.219,4.5,0,3,30.06,8,24,1018
19746,2022-11-01,2022,11,South,NC,129377,24,53620.28,Family,Electronics, In Store ,Debit Card,271.97,3,0.076,2.03,755.93,270.94,0.358,3.5,0,0,55.86,8,18,1090
19747,2023-05-16,2023,5,West,OR,115654,24,17221.6,Young Professional,Sports,In Store,,5.63,6,0.071,1.06,32.44,14.16,0.437,4.2,0,0,61.53,8,25,1044
19748,2025-01-20,2025,1,South,GA,109579,63,27369.81,Business,Clothing,Online,Debit Card,54.34,2,0.022,11.02,117.31,26.86,0.229,2.0,0,3,38.43,4,19,1135
19749,2021-09-28,2021,9,West,CO,125617,37,54130.45,Family,Books,Online,Debit Card,21.96,2,0.025,,57.97,15.05,0.26,5.0,0,5,10.61,1,12,1104
19750,2025-10-10,2025,10,South,VA,110772,39,38401.22,Young Professional,Furniture,Mobile App,Debit Card,241.04,6,0.185,8.22,1186.91,279.01,0.235,3.0,0,4,62.57,4,18,1146
19751,2025-01-07,2025,1,West,CO,112049,24,98422.2,Student,Clothing,Online,Gift Card,30.3,2,0.502,12.36,42.54,12.32,0.29,5.0,0,4,53.7,9,21,1126
19752,2022-11-06,2022,11,Northeast,PA,129790,45,50698.31,Young Professional,Electronics,Online,Credit Card,217.13,2,0.128,8.65,387.32,112.07,0.289,4.3,0,2,66.52,13,32,1104
19753,2025-07-28,2025,7,Northeast,NY,111701,22,67065.44,Family,Electronics,Online,Gift Card,244.0,5,0.431,0.0,694.18,244.08,0.352,4.6,0,4,123.77,16,29,1149
19754,2024-03-04,2024,3,South,NC,111217,32,46830.8,Business,Books,Online,Cash,69.99,3,0.063,0.0,196.74,52.65,0.268,4.8,0,4,62.5,7,24,1068
19755,2025-12-17,2025,12,West,CO,120040,18,86289.78,Family,Beauty,Online,Credit Card,26.59,5,0.161,13.36,124.91,59.97,0.48,3.9,0,4,75.31,8,29,1047
19756,2025-12-04,2025,12,Midwest,IL,127762,36,35764.73,Retiree,Sports,In Store,Credit Card,33.35,5,0.086,,156.73,16.24,0.104,4.1,0,0,60.86,9,29,1104
19757,2024-10-12,2024,10,Northeast,CT,128621,41,81132.62,Family,Clothing,In Store,PayPal,67.65,4,0.009,,269.54,80.23,0.298,,0,0,93.4,12,34,1043
19758,2025-05-19,2025,5,South,GA,104101,38,37529.19,Student,Books,Online,Credit Card,71.07,4,0.006,20.41,302.98,104.12,0.344,4.4,0,1,106.7,12,31,1048
19759,2023-10-20,2023,10,South,TX,103906,19,18003.51,Family,Electronics,In Store,Debit Card,227.95,1,0.393,3.94,142.31,24.39,0.171,3.3,0,0,53.33,10,23,1009
19760,2024-07-10,2024,7,Midwest,MI,110714,50,47239.35,Business,Electronics,In Store,Credit Card,1011.32,1,0.029,1.06,983.05,413.01,0.42,4.5,0,0,38.55,6,25,1135
19761,2024-09-01,2024,9,South,FL,104486,43,120344.8,Family,Clothing,Mobile App,Debit Card,21.75,4,0.344,8.42,65.49,22.36,0.341,4.1,0,2,18.34,0,14,1050
19762,2022-03-13,2022,3,West,CO,121901,18,28816.01,Student,Electronics,In Store,Debit Card,182.1,5,0.134,,795.11,444.56,0.559,2.3,0,0,22.26,0,18,1113
19763,2022-09-22,2022,9,West,AZ,115484,42,64590.4,Student,Electronics,In Store,Debit Card,390.84,3,0.052,1.32,1112.87,353.92,0.318,4.7,0,0,111.0,11,27,1008
19764,2025-12-12,2025,12,Midwest,IL,128564,25,37106.58,Family,Groceries,Third Party,PayPal,33.99,4,0.297,0.0,95.58,21.38,0.224,3.7,0,2,55.47,12,25,1148
19765,2023-10-11,2023,10,Midwest,OH,102291,54,15000.0,Student,Furniture,Online,Credit Card,383.55,1,0.219,13.42,312.97,119.61,0.382,3.3,0,7,70.42,9,27,1104
19766,2025-02-13,2025,2,Midwest,MN,122962,44,97813.61,Young Professional,Sports,In Store,,87.05,5,0.185,1.27,356.0,116.96,0.329,4.3,0,0,47.61,8,25,1144
19767,2023-02-08,2023,2,Midwest,OH,106788,19,48239.0,Student,Sports,In Store,Credit Card,63.6,8,0.108,4.23,458.08,127.0,0.277,4.0,0,0,84.12,7,24,1132
19768,2023-04-22,2023,4,Northeast,NY,113078,57,94492.38,Family,Beauty,Online,Cash,134.24,3,0.208,18.4,337.35,77.2,0.229,3.7,0,8,63.67,11,23,1097
19769,2023-11-16,2023,11,South,NC,129348,27,21383.95,Student,Furniture,Third Party,PayPal,813.26,2,0.062,3.62,1529.3,157.36,0.103,,0,4,18.41,3,19,1086
19770,2021-12-01,2021,12,Midwest,IL,121300,20,66996.12,Business,Beauty,Mobile App,Credit Card,23.45,2,0.025,,54.44,10.8,0.198,4.2,0,3,58.57,15,33,1149
19771,2022-06-27,2022,6,West,AZ,126607,60,99372.72,Retiree,Electronics,Mobile App,Credit Card,481.49,3,0.162,6.3,1216.77,281.22,0.231,3.6,0,6,12.95,2,19,1036
19772,2024-08-20,2024,8,West,OR,119386,18,113006.46,Business,Groceries,Online,Debit Card,65.03,4,0.042,13.99,263.18,131.85,0.501,3.8,0,4,22.93,0,23,1080
19773,2022-07-25,2022,7,Northeast,CT,117812,64,28583.77,Family,Books,Online,Credit Card,28.59,4,0.051,8.75,117.28,42.76,0.365,3.5,1,6,59.36,6,21,1079
19774,2023-12-06,2023,12,West,WA,123710,40,,Young Professional,Groceries,In Store,Credit Card,63.51,2,0.098,3.24,117.81,30.98,0.263,4.0,1,0,6.58,2,14,1020
19775,2023-07-09,2023,7,South,GA,122875,45,111322.35,Young Professional,Books,Mobile App,PayPal,23.91,3,0.139,5.92,67.68,22.15,0.327,3.7,0,5,151.15,22,35,1130
19776,2021-04-15,2021,4,South,VA,110107,46,45478.05,Family,Groceries,In Store,Credit Card,47.88,1,,4.69,39.64,13.85,0.349,5.0,0,0,42.86,6,24,1034
19777,2025-09-13,2025,9,Midwest,OH,105154,57,64158.23,Student,Sports,Third Party,Credit Card,68.33,3,0.194,2.74,167.96,42.28,0.252,3.6,0,5,140.3,17,31,1116
19778,2021-03-04,2021,3,South,GA,111855,48,67245.94,Young Professional,Clothing,Online,Debit Card,43.69,5,0.06,19.21,224.55,90.22,0.402,4.6,0,1,47.19,5,27,1094
19779,2022-07-04,2022,7,Midwest,MN,102066,39,60101.92,Young Professional,Groceries,Online,Credit Card,11.53,6,0.098,11.94,74.34,24.86,0.334,4.8,0,2,105.24,13,37,1035
19780,2024-03-04,2024,3,South,VA,129346,35,81449.85,Young Professional,Electronics,In Store,Credit Card,86.05,3,0.241,1.74,197.68,18.68,0.094,4.7,0,0,41.17,5,17,1023
19781,2022-07-18,2022,7,Northeast,PA,122929,37,22075.83,Business,Electronics,In Store,PayPal,308.76,3,0.106,0.0,828.09,168.69,0.204,3.4,0,0,16.0,5,18,1032
19782,2021-12-25,2021,12,South,TX,129036,28,20466.46,Family,Electronics,Online,Debit Card,243.31,2,0.055,22.84,482.7,163.21,0.338,4.2,0,7,35.45,6,22,1149
19783,2025-08-31,2025,8,Midwest,WI,104141,45,43887.42,Family,Groceries,Online,PayPal,12.25,2,0.02,2.51,26.52,10.14,0.382,3.7,0,5,40.0,5,26,1049
19784,2022-04-15,2022,4,Northeast,NJ,103169,18,113932.82,Student,Sports,In Store,Debit Card,15.38,5,0.009,3.88,80.09,23.51,0.294,4.6,0,0,77.35,10,30,1140
19785,2021-10-19,2021,10,South,TX,100368,43,67542.05,Student,Sports,Online,Credit Card,368.26,3,0.18,11.57,917.49,181.58,0.198,3.8,0,4,30.05,5,11,1102
19786,2024-12-30,2024,12,South,VA,107620,42,51370.63,Young Professional,Books,Online,Credit Card,22.07,5,0.236,19.9,104.21,39.13,0.376,3.8,0,3,30.16,2,16,1124
19787,2025-07-08,2025,7,Midwest,OH,122714,33,28313.6,Student,Furniture,Mobile App,Credit Card,486.67,2,0.006,8.63,976.13,391.93,0.402,2.5,0,3,33.58,4,19,1023
19788,2022-02-11,2022,2,Northeast,NY,127986,41,46208.85,Business,Books,Online,PayPal,16.01,2,0.039,20.3,51.07,16.31,0.319,3.1,0,4,49.84,7,18,1061
19789,2022-09-16,2022,9,West,CO,107698,32,32357.34,Business,Sports,In Store,Credit Card,35.52,2,0.156,0.0,59.96,8.61,0.144,3.1,0,0,18.76,3,22,1011
19790,2021-02-03,2021,2,South,GA,103017,59,35784.49,Young Professional,Clothing,Mobile App,PayPal,6.55,4,0.16,11.42,33.43,13.84,0.414,5.0,0,7,121.24,16,25,1090
19791,2022-12-28,2022,12,Northeast,PA,125530,32,45616.36,Family,Clothing,Online,Credit Card,171.03,5,0.062,7.26,809.39,155.43,0.192,2.9,0,5,9.4,2,18,1058
19792,2021-01-12,2021,1,South,VA,102475,35,34816.3,Family,Sports,In Store,Cash,225.71,1,0.025,0.0,220.07,77.97,0.354,3.3,0,0,17.08,3,18,1139
19793,2025-04-27,2025,4,South,GA,104704,29,102650.94,Retiree,Groceries,In Store,PayPal,56.24,5,0.253,0.26,210.32,74.85,0.356,4.5,0,0,50.76,5,16,1001
19794,2021-12-13,2021,12,Northeast,NJ,124304,54,110902.3,Young Professional,Groceries,Online,Debit Card,56.64,2,0.092,11.61,114.47,33.08,0.289,4.2,0,8,58.77,2,12,1094
19795,2024-06-07,2024,6,South,TX,105431,54,32096.8,Family,Furniture,Online,PayPal,803.33,5,0.227,17.82,3122.69,773.34,0.248,3.8,0,2,84.7,10,29,1045
19796,2024-08-13,2024,8,West,AZ,104094,46,64673.53,Young Professional,Sports,Online,Debit Card,279.82,5,0.185,14.24,1154.51,358.58,0.311,4.5,0,4,14.31,0,11,1010
19797,2024-03-28,2024,3,South,VA,124701,47,51790.4,Student,Groceries,Online,Credit Card,21.76,3,,9.86,54.97,18.66,0.339,3.9,0,5,169.49,25,42,1071
19798,2023-03-02,2023,3,Northeast,NY,122665,42,41279.31,Business,Electronics,Third Party,Credit Card,423.11,2,0.098,1.24,764.53,178.03,0.233,3.9,0,6,104.71,13,31,1099
19799,2024-06-28,2024,6,West,OR,117620,43,,Family,Clothing,Online,Debit Card,107.97,3,0.081,13.88,311.55,160.62,0.516,3.1,0,8,84.96,8,21,1017
19800,2022-04-21,2022,4,Midwest,IL,125995,30,36545.76,Business,Clothing,Mobile App,Credit Card,59.08,1,0.254,5.83,49.9,15.2,0.305,4.1,0,4,18.77,3,14,1043
19801,2023-07-23,2023,7,West,CA,104002,49,24119.84,Young Professional,Books,Mobile App,PayPal,38.84,4,0.019,9.27,161.68,25.11,0.155,3.4,0,5,62.43,9,21,1017
19802,2025-02-25,2025,2,Northeast,PA,125091,36,26384.25,Young Professional,Groceries,Online,Credit Card,54.52,1,0.125,12.09,59.8,26.72,0.447,3.5,0,11,35.04,5,16,1020
19803,2024-08-18,2024,8,South,FL,114287,34,49816.03,Young Professional,Electronics,Online,Credit Card,524.37,7,0.047,12.92,3510.99,401.12,0.114,4.0,0,4,6.65,3,19,1030
19804,2024-05-01,2024,5,South,GA,122189,24,26109.57,Business,Sports,In Store,Debit Card,35.7,2,0.048,5.26,73.23,25.95,0.354,4.3,1,0,25.84,3,30,1071
19805,2025-07-13,2025,7,Midwest,WI,128143,45,66528.28,Retiree,Electronics,Online,Credit Card,396.91,4,0.179,12.65,1316.1,392.41,0.298,4.0,0,6,6.26,3,17,1149
19806,2022-10-23,2022,10,South,FL,114985,39,41187.33,Young Professional,Groceries,Online,Credit Card,35.8,1,0.179,20.86,50.25,10.93,0.217,5.0,0,6,49.77,6,15,1080
19807,2022-02-02,2022,2,South,NC,107458,47,55447.88,Young Professional,Clothing,Third Party,Credit Card,35.17,3,0.151,2.49,92.07,35.06,0.381,3.9,0,6,19.15,2,17,1016
19808,2025-12-21,2025,12,Northeast,CT,117092,43,24471.74,Young Professional,Electronics,Online,PayPal,401.42,2,0.06,12.55,767.22,197.45,0.257,4.9,0,5,14.19,3,16,1016
19809,2023-09-11,2023,9,South,NC,113959,18,55857.5,Student,Clothing,Mobile App,PayPal,86.42,5,0.093,3.12,395.03,110.95,0.281,4.2,0,7,27.6,8,24,1061
19810,2023-06-06,2023,6,South,TX,100335,30,48448.73,Young Professional,Electronics,Online,Credit Card,387.53,2,0.072,13.41,732.67,154.58,0.211,4.4,0,10,88.28,8,22,1030
19811,2024-09-25,2024,9,Northeast,CT,116789,26,70917.34,Retiree,Groceries,In Store,Debit Card,62.44,5,0.174,0.36,258.24,56.45,0.219,3.6,0,0,90.64,5,22,1110
19812,2022-01-15,2022,1,West,WA,108097,42,31452.69,Young Professional,Sports,Mobile App,Credit Card,149.37,2,0.186,12.52,255.69,61.2,0.239,1.8,1,4,14.96,0,20,1000
19813,2025-01-06,2025,1,West,AZ,128730,18,31355.68,Family,Groceries,In Store,PayPal,79.83,4,,3.74,225.99,-1.51,-0.007,3.9,0,0,71.16,7,15,1073
19814,2021-05-09,2021,5,Midwest,MN,119136,43,164226.26,Family,Groceries,Mobile App,Credit Card,23.74,2,0.42,7.84,35.38,13.88,0.392,4.9,0,6,101.02,15,30,1094
19815,2021-10-01,2021,10,South,NC,123396,25,50066.17,Young Professional,Groceries,Mobile App,Debit Card,32.47,1,0.296,6.23,29.09,8.06,0.277,4.4,0,5,20.4,3,15,1145
19816,2021-07-10,2021,7,Midwest,IL,117796,51,118203.92,Young Professional,Electronics,Mobile App,Credit Card,316.53,4,0.023,10.34,1247.34,329.37,0.264,5.0,0,9,25.3,1,14,1051
19817,2022-11-14,2022,11,South,TX,107186,63,44581.86,Family,Beauty,In Store,PayPal,44.89,4,0.241,5.26,141.55,38.92,0.275,3.5,0,0,52.38,3,15,1141
19818,2024-06-25,2024,6,West,WA,101501,20,29573.24,Student,Books,In Store,PayPal,5.0,3,0.072,2.35,16.27,2.22,0.136,4.8,0,0,37.74,4,16,1131
19819,2023-09-28,2023,9,Midwest,MI,119886,52,34277.12,Student,Furniture,Mobile App,Credit Card,187.26,3,0.221,12.39,450.02,111.34,0.247,3.6,0,5,31.3,3,21,1067
19820,2021-02-16,2021,2,West,OR,116466,38,33776.34,Student,Books,Third Party,PayPal,51.39,1,0.095,2.4,48.91,10.42,0.213,5.0,1,4,101.91,10,20,1058
19821,2022-07-24,2022,7,South,TX,113702,51,70231.47,Student,Electronics,In Store,Credit Card,423.83,3,0.244,4.16,965.41,274.39,0.284,3.0,1,0,27.24,2,20,1060
19822,2023-01-29,2023,1,Midwest,MN,103206,59,,Student,Clothing,Mobile App,Debit Card,89.1,3,0.056,7.96,260.29,85.44,0.328,3.5,1,7,22.3,7,23,1000
19823,2025-11-18,2025,11,West,WA,127631,57,17124.09,Student,Beauty,Mobile App,PayPal,35.4,2,0.083,9.77,74.69,15.78,0.211,3.2,0,5,68.83,8,23,1091
19824,2022-08-11,2022,8,South,NC,117627,28,40783.08,Student,Beauty,Online,PayPal,25.23,4,0.328,8.51,76.33,23.7,0.311,4.6,0,5,26.16,2,17,1113
19825,2024-01-11,2024,1,Midwest,WI,127302,21,34042.83,Family,Sports,In Store,PayPal,90.66,4,0.046,1.9,347.86,113.21,0.325,4.5,0,0,42.63,7,20,1044
